Gene stable ID	Transcript stable ID	Gene name	Mouse gene stable ID	Mouse gene name
ENSRNOG00000024022	ENSRNOT00000039423	Ndfip2	ENSMUSG00000053253	Ndfip2
ENSRNOG00000003953	ENSRNOT00000082439	Rab3gap1	ENSMUSG00000036104	Rab3gap1
ENSRNOG00000003953	ENSRNOT00000005289	Rab3gap1	ENSMUSG00000036104	Rab3gap1
ENSRNOG00000060237	ENSRNOT00000086350	Inhbb	ENSMUSG00000037035	Inhbb
ENSRNOG00000018207	ENSRNOT00000024656	Dynlt1	ENSMUSG00000000579	Dynlt1c
ENSRNOG00000018207	ENSRNOT00000024656	Dynlt1	ENSMUSG00000095677	Dynlt1f
ENSRNOG00000018207	ENSRNOT00000024656	Dynlt1	ENSMUSG00000092074	Dynlt1a
ENSRNOG00000018207	ENSRNOT00000024656	Dynlt1	ENSMUSG00000096255	Dynlt1b
ENSRNOG00000015080	ENSRNOT00000088963	Wdfy1	ENSMUSG00000073643	Wdfy1
ENSRNOG00000015080	ENSRNOT00000063834	Wdfy1	ENSMUSG00000073643	Wdfy1
ENSRNOG00000049213	ENSRNOT00000072029	Npy2r	ENSMUSG00000028004	Npy2r
ENSRNOG00000059782	ENSRNOT00000086132	7SK	ENSMUSG00000084732	Gm25807
ENSRNOG00000002986	ENSRNOT00000037360	Efhc2	ENSMUSG00000025038	Efhc2
ENSRNOG00000059557	ENSRNOT00000086555	SNORA17	ENSMUSG00000077417	Gm23746
ENSRNOG00000010967	ENSRNOT00000082290	Cdc37l1	ENSMUSG00000024780	Cdc37l1
ENSRNOG00000010967	ENSRNOT00000016000	Cdc37l1	ENSMUSG00000024780	Cdc37l1
ENSRNOG00000004966	ENSRNOT00000058962	Slc38a11	ENSMUSG00000061171	Slc38a11
ENSRNOG00000004966	ENSRNOT00000034141	Slc38a11	ENSMUSG00000061171	Slc38a11
ENSRNOG00000004966	ENSRNOT00000006634	Slc38a11	ENSMUSG00000061171	Slc38a11
ENSRNOG00000012961	ENSRNOT00000017901	Klf7	ENSMUSG00000025959	Klf7
ENSRNOG00000031461	ENSRNOT00000047872	Prss47	ENSMUSG00000090658	Prss47
ENSRNOG00000001152	ENSRNOT00000001527	Glp1r	ENSMUSG00000024027	Glp1r
ENSRNOG00000001152	ENSRNOT00000079509	Glp1r	ENSMUSG00000024027	Glp1r
ENSRNOG00000026902	ENSRNOT00000030474	Lyve1	ENSMUSG00000030787	Lyve1
ENSRNOG00000014786	ENSRNOT00000020014	Ccne1	ENSMUSG00000002068	Ccne1
ENSRNOG00000055444	ENSRNOT00000081230	U6	ENSMUSG00000064992	Gm22421
ENSRNOG00000053629	ENSRNOT00000084140	SNORA17	ENSMUSG00000077460	Gm26419
ENSRNOG00000049388	ENSRNOT00000074384	Prr32	ENSMUSG00000037086	Prr32
ENSRNOG00000051458	ENSRNOT00000079595	Hic2	ENSMUSG00000050240	Hic2
ENSRNOG00000052300	ENSRNOT00000080046	SNORD35	ENSMUSG00000064767	Snord35b
ENSRNOG00000053158	ENSRNOT00000090056	SNORA70	ENSMUSG00000087926	Gm23233
ENSRNOG00000004280	ENSRNOT00000005934	Tcn2	ENSMUSG00000020432	Tcn2
ENSRNOG00000060821	ENSRNOT00000086459	Rnf114	ENSMUSG00000006418	Rnf114
ENSRNOG00000020097	ENSRNOT00000027227	Inha	ENSMUSG00000032968	Inha
ENSRNOG00000001033	ENSRNOT00000001366	Nufip1	ENSMUSG00000022009	Nufip1
ENSRNOG00000012503	ENSRNOT00000017247	Dnajc16	ENSMUSG00000040697	Dnajc16
ENSRNOG00000004068	ENSRNOT00000091659	Ncoa1	ENSMUSG00000020647	Ncoa1
ENSRNOG00000004068	ENSRNOT00000068531	Ncoa1	ENSMUSG00000020647	Ncoa1
ENSRNOG00000016507	ENSRNOT00000022367	LOC687679	ENSMUSG00000049124	Gm8186
ENSRNOG00000050470	ENSRNOT00000075039	AABR07009890.1	ENSMUSG00000058515	Olfr933
ENSRNOG00000050470	ENSRNOT00000075039	AABR07009890.1	ENSMUSG00000047667	Olfr26
ENSRNOG00000010574	ENSRNOT00000014309	Ptpn1	ENSMUSG00000027540	Ptpn1
ENSRNOG00000050305	ENSRNOT00000072188	LOC100911854	ENSMUSG00000024863	Mbl2
ENSRNOG00000007664	ENSRNOT00000056037	Tnfrsf13c	ENSMUSG00000068105	Tnfrsf13c
ENSRNOG00000046652	ENSRNOT00000072762	LOC102547059	ENSMUSG00000074221	Zfp568
ENSRNOG00000028584	ENSRNOT00000031658	Alkbh2	ENSMUSG00000044339	Alkbh2
ENSRNOG00000028584	ENSRNOT00000090277	Alkbh2	ENSMUSG00000044339	Alkbh2
ENSRNOG00000002852	ENSRNOT00000003886	Myo19	ENSMUSG00000020527	Myo19
ENSRNOG00000017883	ENSRNOT00000024163	Camsap1	ENSMUSG00000026933	Camsap1
ENSRNOG00000017883	ENSRNOT00000078020	Camsap1	ENSMUSG00000026933	Camsap1
ENSRNOG00000046447	ENSRNOT00000065985	Mfn2	ENSMUSG00000029020	Mfn2
ENSRNOG00000030374	ENSRNOT00000050289	Lsm6	ENSMUSG00000031683	Lsm6
ENSRNOG00000013053	ENSRNOT00000017892	Trpm6	ENSMUSG00000024727	Trpm6
ENSRNOG00000017938	ENSRNOT00000081786	Btaf1	ENSMUSG00000040565	Btaf1
ENSRNOG00000017938	ENSRNOT00000024465	Btaf1	ENSMUSG00000040565	Btaf1
ENSRNOG00000020000	ENSRNOT00000027094	Tmem219	ENSMUSG00000060538	Tmem219
ENSRNOG00000027505	ENSRNOT00000037026	Abca15	ENSMUSG00000054746	Abca15
ENSRNOG00000026120	ENSRNOT00000060500	Fam8a1	ENSMUSG00000069237	Fam8a1
ENSRNOG00000026120	ENSRNOT00000036560	Fam8a1	ENSMUSG00000069237	Fam8a1
ENSRNOG00000016616	ENSRNOT00000022381	Prl7a3	ENSMUSG00000046899	Prl7a2
ENSRNOG00000002529	ENSRNOT00000003414	Rap2c	ENSMUSG00000050029	Rap2c
ENSRNOG00000050955	ENSRNOT00000072296	A630010A05Rik	ENSMUSG00000075395	A630010A05Rik
ENSRNOG00000048857	ENSRNOT00000047436	Olr1640	ENSMUSG00000094140	Olfr1512
ENSRNOG00000048857	ENSRNOT00000047436	Olr1640	ENSMUSG00000095030	Olfr1513
ENSRNOG00000007792	ENSRNOT00000010246	Gcc1	ENSMUSG00000029708	Gcc1
ENSRNOG00000015552	ENSRNOT00000021437	Ppil4	ENSMUSG00000015757	Ppil4
ENSRNOG00000047749	ENSRNOT00000049754	Olr1393	ENSMUSG00000063386	Olfr1387
ENSRNOG00000006132	ENSRNOT00000041207	Fam71f1	ENSMUSG00000039742	Fam71f1
ENSRNOG00000016239	ENSRNOT00000021729	Zadh2	ENSMUSG00000049090	Zadh2
ENSRNOG00000049513	ENSRNOT00000074920	Lenep	ENSMUSG00000078173	Lenep
ENSRNOG00000015122	ENSRNOT00000020373	Tpd52l2	ENSMUSG00000000827	Tpd52l2
ENSRNOG00000000879	ENSRNOT00000066809	Slc9a6	ENSMUSG00000060681	Slc9a6
ENSRNOG00000022337	ENSRNOT00000038433	Slitrk6	ENSMUSG00000045871	Slitrk6
ENSRNOG00000027880	ENSRNOT00000056130	Nbeal2	ENSMUSG00000056724	Nbeal2
ENSRNOG00000046924	ENSRNOT00000075584	9430069I07Rik	ENSMUSG00000094447	9430069I07Rik
ENSRNOG00000012356	ENSRNOT00000016755	Slc36a1	ENSMUSG00000020261	Slc36a1
ENSRNOG00000012356	ENSRNOT00000087763	Slc36a1	ENSMUSG00000020261	Slc36a1
ENSRNOG00000045623	ENSRNOT00000074160	Capn10	ENSMUSG00000026270	Capn10
ENSRNOG00000023346	ENSRNOT00000079905	Rsg1	ENSMUSG00000073733	Rsg1
ENSRNOG00000023346	ENSRNOT00000064310	Rsg1	ENSMUSG00000073733	Rsg1
ENSRNOG00000030073	ENSRNOT00000051947	Prss44	ENSMUSG00000032493	Prss44
ENSRNOG00000030073	ENSRNOT00000048655	Prss44	ENSMUSG00000032493	Prss44
ENSRNOG00000005390	ENSRNOT00000008888	Nup210	ENSMUSG00000030091	Nup210
ENSRNOG00000061643	ENSRNOT00000091724	LOC686180	ENSMUSG00000075174	Olfr1087
ENSRNOG00000059840	ENSRNOT00000087397	Unc5a	ENSMUSG00000025876	Unc5a
ENSRNOG00000015285	ENSRNOT00000021353	Lrp4	ENSMUSG00000027253	Lrp4
ENSRNOG00000015285	ENSRNOT00000086242	Lrp4	ENSMUSG00000027253	Lrp4
ENSRNOG00000013072	ENSRNOT00000017536	Plxna4	ENSMUSG00000029765	Plxna4
ENSRNOG00000051590	ENSRNOT00000078814	LOC690352	ENSMUSG00000020286	1700093K21Rik
ENSRNOG00000051590	ENSRNOT00000087501	LOC690352	ENSMUSG00000020286	1700093K21Rik
ENSRNOG00000001597	ENSRNOT00000002174	Atf2	ENSMUSG00000027104	Atf2
ENSRNOG00000001597	ENSRNOT00000050513	Atf2	ENSMUSG00000027104	Atf2
ENSRNOG00000047406	ENSRNOT00000071842	RGD1308544	ENSMUSG00000021534	1700001L19Rik
ENSRNOG00000020433	ENSRNOT00000027773	Actn4	ENSMUSG00000054808	Actn4
ENSRNOG00000020433	ENSRNOT00000090402	Actn4	ENSMUSG00000054808	Actn4
ENSRNOG00000020433	ENSRNOT00000089305	Actn4	ENSMUSG00000054808	Actn4
ENSRNOG00000018466	ENSRNOT00000024904	Prss34	ENSMUSG00000056399	Prss34
ENSRNOG00000024751	ENSRNOT00000033529	H2afy2	ENSMUSG00000020086	H2afy2
ENSRNOG00000016416	ENSRNOT00000082284	Rnh1	ENSMUSG00000038650	Rnh1
ENSRNOG00000016416	ENSRNOT00000022241	Rnh1	ENSMUSG00000038650	Rnh1
ENSRNOG00000016416	ENSRNOT00000091292	Rnh1	ENSMUSG00000038650	Rnh1
ENSRNOG00000018838	ENSRNOT00000064501	Paox	ENSMUSG00000025464	Paox
ENSRNOG00000050565	ENSRNOT00000061325	Olr1130	ENSMUSG00000059303	Olfr836
ENSRNOG00000050565	ENSRNOT00000061325	Olr1130	ENSMUSG00000110621	Olfr837
ENSRNOG00000008378	ENSRNOT00000011094	Zfp414	ENSMUSG00000073423	Zfp414
ENSRNOG00000048567	ENSRNOT00000071359	Ankmy1	ENSMUSG00000034212	Ankmy1
ENSRNOG00000018962	ENSRNOT00000025646	Ctf1	ENSMUSG00000042340	Ctf1
ENSRNOG00000058136	ENSRNOT00000083168	Vom1r90	ENSMUSG00000091013	Vmn1r1
ENSRNOG00000019656	ENSRNOT00000061063	Btd	ENSMUSG00000021900	Btd
ENSRNOG00000011668	ENSRNOT00000015525	Nfil3	ENSMUSG00000056749	Nfil3
ENSRNOG00000014046	ENSRNOT00000018780	Sertm1	ENSMUSG00000056306	Sertm1
ENSRNOG00000018586	ENSRNOT00000057330	Fam134a	ENSMUSG00000049339	Fam134a
ENSRNOG00000018586	ENSRNOT00000078260	Fam134a	ENSMUSG00000049339	Fam134a
ENSRNOG00000020812	ENSRNOT00000028271	Gys1	ENSMUSG00000003865	Gys1
ENSRNOG00000005409	ENSRNOT00000007339	Lrrc9	ENSMUSG00000021090	Lrrc9
ENSRNOG00000007655	ENSRNOT00000010059	Zfp174	ENSMUSG00000054939	Zfp174
ENSRNOG00000008580	ENSRNOT00000012377	Nbn	ENSMUSG00000028224	Nbn
ENSRNOG00000008178	ENSRNOT00000050232	Nxn	ENSMUSG00000020844	Nxn
ENSRNOG00000049811	ENSRNOT00000072459	LOC684871	ENSMUSG00000056313	1810011O10Rik
ENSRNOG00000052434	ENSRNOT00000088937	U4	ENSMUSG00000084469	Gm22956
ENSRNOG00000021573	ENSRNOT00000039115	Dpy19l3	ENSMUSG00000043671	Dpy19l3
ENSRNOG00000056813	ENSRNOT00000092228	SNORA17	ENSMUSG00000088134	Gm22310
ENSRNOG00000011763	ENSRNOT00000017868	Serp1	ENSMUSG00000027808	Serp1
ENSRNOG00000019264	ENSRNOT00000026184	Ltbr	ENSMUSG00000030339	Ltbr
ENSRNOG00000060081	ENSRNOT00000091838	SNORA48	ENSMUSG00000089267	Gm22890
ENSRNOG00000057842	ENSRNOT00000089663	7SK	ENSMUSG00000084743	Gm25295
ENSRNOG00000020551	ENSRNOT00000027869	Bles03	ENSMUSG00000047423	AI837181
ENSRNOG00000031306	ENSRNOT00000045346	Zfp804b	ENSMUSG00000092094	Zfp804b
ENSRNOG00000019027	ENSRNOT00000025801	Habp4	ENSMUSG00000021476	Habp4
ENSRNOG00000052697	ENSRNOT00000091627	7SK	ENSMUSG00000093571	Gm24757
ENSRNOG00000056834	ENSRNOT00000088758	SNORA63	ENSMUSG00000064382	Gm26447
ENSRNOG00000027152	ENSRNOT00000031792	N4bp2	ENSMUSG00000037795	N4bp2
ENSRNOG00000061864	ENSRNOT00000082834	SNORA17	ENSMUSG00000088379	Gm25185
ENSRNOG00000051987	ENSRNOT00000087696	SNORA17	ENSMUSG00000077552	Gm23709
ENSRNOG00000056317	ENSRNOT00000080261	SNORA17	ENSMUSG00000077402	Gm25418
ENSRNOG00000012189	ENSRNOT00000016252	Lect2	ENSMUSG00000021539	Lect2
ENSRNOG00000020038	ENSRNOT00000027165	Chpf	ENSMUSG00000032997	Chpf
ENSRNOG00000014156	ENSRNOT00000081798	Fut7	ENSMUSG00000036587	Fut7
ENSRNOG00000014156	ENSRNOT00000037169	Fut7	ENSMUSG00000036587	Fut7
ENSRNOG00000052692	ENSRNOT00000082272	SNORA51	ENSMUSG00000065283	Gm24454
ENSRNOG00000016815	ENSRNOT00000022578	Tmem135	ENSMUSG00000039428	Tmem135
ENSRNOG00000009274	ENSRNOT00000012300	Fut11	ENSMUSG00000039357	Fut11
ENSRNOG00000056260	ENSRNOT00000086705	U8	ENSMUSG00000089313	Gm23182
ENSRNOG00000055860	ENSRNOT00000080663	Arl8b	ENSMUSG00000030105	Arl8b
ENSRNOG00000052468	ENSRNOT00000077257	U6	ENSMUSG00000064992	Gm22421
ENSRNOG00000057270	ENSRNOT00000090418	U4atac	ENSMUSG00000080542	Gm22710
ENSRNOG00000021186	ENSRNOT00000035765	Otol1	ENSMUSG00000027788	Otol1
ENSRNOG00000056913	ENSRNOT00000085864	SNORD91	ENSMUSG00000077637	Gm22771
ENSRNOG00000011984	ENSRNOT00000016009	Cxcl14	ENSMUSG00000021508	Cxcl14
ENSRNOG00000056103	ENSRNOT00000085337	7SK	ENSMUSG00000089312	Gm22257
ENSRNOG00000020989	ENSRNOT00000028485	Tm7sf2	ENSMUSG00000024799	Tm7sf2
ENSRNOG00000052327	ENSRNOT00000081092	U2	ENSMUSG00000088402	Gm25887
ENSRNOG00000008329	ENSRNOT00000011183	Ndufb11	ENSMUSG00000031059	Ndufb11
ENSRNOG00000016225	ENSRNOT00000067311	Fgd3	ENSMUSG00000037946	Fgd3
ENSRNOG00000016225	ENSRNOT00000089310	Fgd3	ENSMUSG00000037946	Fgd3
ENSRNOG00000046983	ENSRNOT00000073460	Adat2	ENSMUSG00000019808	Adat2
ENSRNOG00000006779	ENSRNOT00000067462	Crot	ENSMUSG00000003623	Crot
ENSRNOG00000006779	ENSRNOT00000091799	Crot	ENSMUSG00000003623	Crot
ENSRNOG00000006779	ENSRNOT00000090968	Crot	ENSMUSG00000003623	Crot
ENSRNOG00000028945	ENSRNOT00000049349	Tmem182	ENSMUSG00000079588	Tmem182
ENSRNOG00000013994	ENSRNOT00000019519	Enpp1	ENSMUSG00000037370	Enpp1
ENSRNOG00000025254	ENSRNOT00000034817	Qrich2	ENSMUSG00000070331	Qrich2
ENSRNOG00000011231	ENSRNOT00000066057	Cntnap4	ENSMUSG00000031772	Cntnap4
ENSRNOG00000011231	ENSRNOT00000085072	Cntnap4	ENSMUSG00000031772	Cntnap4
ENSRNOG00000005659	ENSRNOT00000008492	Aurkb	ENSMUSG00000020897	Aurkb
ENSRNOG00000005659	ENSRNOT00000091016	Aurkb	ENSMUSG00000020897	Aurkb
ENSRNOG00000010580	ENSRNOT00000000079	Acot7	ENSMUSG00000028937	Acot7
ENSRNOG00000010580	ENSRNOT00000014213	Acot7	ENSMUSG00000028937	Acot7
ENSRNOG00000003869	ENSRNOT00000005155	Sod3	ENSMUSG00000072941	Sod3
ENSRNOG00000036675	ENSRNOT00000067742	Btbd16	ENSMUSG00000040298	Btbd16
ENSRNOG00000045635	ENSRNOT00000071521	LOC100912474	ENSMUSG00000050870	Mrgprb8
ENSRNOG00000019409	ENSRNOT00000026299	Lipk	ENSMUSG00000024771	Lipk
ENSRNOG00000018483	ENSRNOT00000025079	Smad1	ENSMUSG00000031681	Smad1
ENSRNOG00000015084	ENSRNOT00000020341	Necab2	ENSMUSG00000031837	Necab2
ENSRNOG00000039869	ENSRNOT00000061209	Taar5	ENSMUSG00000069706	Taar5
ENSRNOG00000061251	ENSRNOT00000085565	RGD1559714	ENSMUSG00000095822	Gm9117
ENSRNOG00000061251	ENSRNOT00000085565	RGD1559714	ENSMUSG00000090268	Gm5286
ENSRNOG00000061251	ENSRNOT00000085565	RGD1559714	ENSMUSG00000060256	Tdpoz4
ENSRNOG00000061251	ENSRNOT00000085565	RGD1559714	ENSMUSG00000089696	Gm4778
ENSRNOG00000061251	ENSRNOT00000085565	RGD1559714	ENSMUSG00000058005	Tdpoz3
ENSRNOG00000061251	ENSRNOT00000085565	RGD1559714	ENSMUSG00000094084	Tdpoz1
ENSRNOG00000061251	ENSRNOT00000085565	RGD1559714	ENSMUSG00000096879	Gm4858
ENSRNOG00000061251	ENSRNOT00000085565	RGD1559714	ENSMUSG00000068879	Gm5773
ENSRNOG00000061251	ENSRNOT00000085565	RGD1559714	ENSMUSG00000103350	Gm37596
ENSRNOG00000061251	ENSRNOT00000085565	RGD1559714	ENSMUSG00000074424	Gm10696
ENSRNOG00000061251	ENSRNOT00000085565	RGD1559714	ENSMUSG00000094328	Gm9125
ENSRNOG00000061251	ENSRNOT00000085565	RGD1559714	ENSMUSG00000094163	Tdpoz5
ENSRNOG00000061251	ENSRNOT00000085565	RGD1559714	ENSMUSG00000103362	Tdpoz2
ENSRNOG00000061251	ENSRNOT00000085565	RGD1559714	ENSMUSG00000095251	Gm10697
ENSRNOG00000028783	ENSRNOT00000051970	Wdr35	ENSMUSG00000066643	Wdr35
ENSRNOG00000029600	ENSRNOT00000043909	RGD1565912	ENSMUSG00000069117	Gm10260
ENSRNOG00000016677	ENSRNOT00000022792	Csnk1g3	ENSMUSG00000073563	Csnk1g3
ENSRNOG00000050258	ENSRNOT00000074217	Ccnd3	ENSMUSG00000034165	Ccnd3
ENSRNOG00000006509	ENSRNOT00000009066	Srgap3	ENSMUSG00000030257	Srgap3
ENSRNOG00000022476	ENSRNOT00000037149	Satl1	ENSMUSG00000025527	Satl1
ENSRNOG00000007551	ENSRNOT00000010211	Patj	ENSMUSG00000061859	Patj
ENSRNOG00000052064	ENSRNOT00000085216	Parvg	ENSMUSG00000022439	Parvg
ENSRNOG00000016468	ENSRNOT00000022085	Tpmt	ENSMUSG00000021376	Tpmt
ENSRNOG00000016468	ENSRNOT00000081708	Tpmt	ENSMUSG00000021376	Tpmt
ENSRNOG00000023591	ENSRNOT00000082198	Ppp2r3c	ENSMUSG00000021022	Ppp2r3c
ENSRNOG00000023591	ENSRNOT00000033533	Ppp2r3c	ENSMUSG00000021022	Ppp2r3c
ENSRNOG00000015058	ENSRNOT00000020513	Gucy2e	ENSMUSG00000074003	Gucy2d
ENSRNOG00000032546	ENSRNOT00000051467	Dot1l	ENSMUSG00000061589	Dot1l
ENSRNOG00000016891	ENSRNOT00000022703	Uimc1	ENSMUSG00000025878	Uimc1
ENSRNOG00000016891	ENSRNOT00000091200	Uimc1	ENSMUSG00000025878	Uimc1
ENSRNOG00000039759	ENSRNOT00000060988	Gpr34	ENSMUSG00000040229	Gpr34
ENSRNOG00000007316	ENSRNOT00000009681	Idh3B	ENSMUSG00000027406	Idh3b
ENSRNOG00000009291	ENSRNOT00000012532	Dnase1l3	ENSMUSG00000025279	Dnase1l3
ENSRNOG00000031778	ENSRNOT00000051394	Mef2d	ENSMUSG00000001419	Mef2d
ENSRNOG00000016581	ENSRNOT00000059854	Serpinb1a	ENSMUSG00000044734	Serpinb1a
ENSRNOG00000054151	ENSRNOT00000083707	Pus10	ENSMUSG00000020280	Pus10
ENSRNOG00000054151	ENSRNOT00000083763	Pus10	ENSMUSG00000020280	Pus10
ENSRNOG00000028011	ENSRNOT00000035398	Fam122c	ENSMUSG00000036013	Fam122c
ENSRNOG00000017804	ENSRNOT00000055012	Sept1	ENSMUSG00000000486	Sept1
ENSRNOG00000011548	ENSRNOT00000016568	Ebf2	ENSMUSG00000022053	Ebf2
ENSRNOG00000047605	ENSRNOT00000020988	Ptprk	ENSMUSG00000019889	Ptprk
ENSRNOG00000019579	ENSRNOT00000026492	Edc3	ENSMUSG00000038957	Edc3
ENSRNOG00000049807	ENSRNOT00000074733	Olr1254	ENSMUSG00000063225	Olfr917
ENSRNOG00000052656	ENSRNOT00000086581	7SK	ENSMUSG00000084746	Gm25292
ENSRNOG00000028585	ENSRNOT00000017138	Tceal8	ENSMUSG00000051579	Tceal8
ENSRNOG00000049349	ENSRNOT00000074625	Fam19a5	ENSMUSG00000054863	Fam19a5
ENSRNOG00000025594	ENSRNOT00000035423	Scrt1	ENSMUSG00000048385	Scrt1
ENSRNOG00000055652	ENSRNOT00000082103	SNORD44	ENSMUSG00000084667	Gm23212
ENSRNOG00000051399	ENSRNOT00000081117	Col10a1	ENSMUSG00000039462	Col10a1
ENSRNOG00000052185	ENSRNOT00000079404	5S_rRNA	ENSMUSG00000089094	Gm25659
ENSRNOG00000053241	ENSRNOT00000073787	Olr493	ENSMUSG00000075188	Olfr1056
ENSRNOG00000054963	ENSRNOT00000088677	Rhbdd1	ENSMUSG00000026142	Rhbdd1
ENSRNOG00000054963	ENSRNOT00000077265	Rhbdd1	ENSMUSG00000026142	Rhbdd1
ENSRNOG00000050804	ENSRNOT00000072732	Zfp353	ENSMUSG00000070902	Zfp352
ENSRNOG00000061260	ENSRNOT00000088027	U6	ENSMUSG00000064489	Gm23296
ENSRNOG00000011313	ENSRNOT00000015979	Sorcs1	ENSMUSG00000043531	Sorcs1
ENSRNOG00000053003	ENSRNOT00000080611	SNORD11	ENSMUSG00000089093	Snord11
ENSRNOG00000008129	ENSRNOT00000079261	Pla2r1	ENSMUSG00000054580	Pla2r1
ENSRNOG00000008129	ENSRNOT00000011003	Pla2r1	ENSMUSG00000054580	Pla2r1
ENSRNOG00000005246	ENSRNOT00000006991	Tfap2c	ENSMUSG00000028640	Tfap2c
ENSRNOG00000019957	ENSRNOT00000027042	Lrig2	ENSMUSG00000032913	Lrig2
ENSRNOG00000046223	ENSRNOT00000072067	Olr862	ENSMUSG00000066061	Olfr1335
ENSRNOG00000046223	ENSRNOT00000072067	Olr862	ENSMUSG00000095218	Olfr1338
ENSRNOG00000054530	ENSRNOT00000089976	SNORA2	ENSMUSG00000065939	Snora2b
ENSRNOG00000058391	ENSRNOT00000087130	7SK	ENSMUSG00000089285	Gm26028
ENSRNOG00000061176	ENSRNOT00000083169	Nudt3	ENSMUSG00000024213	Nudt3
ENSRNOG00000004049	ENSRNOT00000068437	Baiap2	ENSMUSG00000025372	Baiap2
ENSRNOG00000004049	ENSRNOT00000005687	Baiap2	ENSMUSG00000025372	Baiap2
ENSRNOG00000030541	ENSRNOT00000046884	Ccdc154	ENSMUSG00000059562	Ccdc154
ENSRNOG00000030541	ENSRNOT00000079543	Ccdc154	ENSMUSG00000059562	Ccdc154
ENSRNOG00000043983	ENSRNOT00000069250	5S_rRNA	ENSMUSG00000089477	Gm25365
ENSRNOG00000053289	ENSRNOT00000090087	U4	ENSMUSG00000064419	Gm22249
ENSRNOG00000014465	ENSRNOT00000019498	Oca2	ENSMUSG00000030450	Oca2
ENSRNOG00000007934	ENSRNOT00000010609	Elfn2	ENSMUSG00000043460	Elfn2
ENSRNOG00000009151	ENSRNOT00000012282	Mipol1	ENSMUSG00000047022	Mipol1
ENSRNOG00000057878	ENSRNOT00000080539	7SK	ENSMUSG00000084633	Gm23886
ENSRNOG00000020199	ENSRNOT00000027347	RGD1311517	ENSMUSG00000059939	9430015G10Rik
ENSRNOG00000030049	ENSRNOT00000041897	Znhit6	ENSMUSG00000074182	Znhit6
ENSRNOG00000018655	ENSRNOT00000025193	Adsl	ENSMUSG00000022407	Adsl
ENSRNOG00000030907	ENSRNOT00000041840	Ctf2	ENSMUSG00000060034	Ctf2
ENSRNOG00000015546	ENSRNOT00000020856	MGC116121	ENSMUSG00000024273	2700062C07Rik
ENSRNOG00000005614	ENSRNOT00000078528	Txn2	ENSMUSG00000005354	Txn2
ENSRNOG00000005614	ENSRNOT00000067483	Txn2	ENSMUSG00000005354	Txn2
ENSRNOG00000059386	ENSRNOT00000079088	Nudt19	ENSMUSG00000034875	Nudt19
ENSRNOG00000016327	ENSRNOT00000021884	Mcee	ENSMUSG00000033429	Mcee
ENSRNOG00000053577	ENSRNOT00000083939	Gramd1b	ENSMUSG00000040111	Gramd1b
ENSRNOG00000050416	ENSRNOT00000074358	Kcna10	ENSMUSG00000042861	Kcna10
ENSRNOG00000015294	ENSRNOT00000020806	RGD1306215	ENSMUSG00000047617	BC029214
ENSRNOG00000015553	ENSRNOT00000021502	Gatad2b	ENSMUSG00000042390	Gatad2b
ENSRNOG00000015553	ENSRNOT00000086285	Gatad2b	ENSMUSG00000042390	Gatad2b
ENSRNOG00000004142	ENSRNOT00000005509	Efcab9	ENSMUSG00000044056	Efcab9
ENSRNOG00000057072	ENSRNOT00000081246	Slc12a3	ENSMUSG00000031766	Slc12a3
ENSRNOG00000000620	ENSRNOT00000045110	AABR07041078.1	ENSMUSG00000094885	Ott
ENSRNOG00000000620	ENSRNOT00000045110	AABR07041078.1	ENSMUSG00000094941	Gm15093
ENSRNOG00000000620	ENSRNOT00000045110	AABR07041078.1	ENSMUSG00000072931	Gm15080
ENSRNOG00000000620	ENSRNOT00000045110	AABR07041078.1	ENSMUSG00000095621	Gm15085
ENSRNOG00000000620	ENSRNOT00000045110	AABR07041078.1	ENSMUSG00000079395	Gm15114
ENSRNOG00000046780	ENSRNOT00000060891	Olr1542	ENSMUSG00000062608	Olfr195
ENSRNOG00000056570	ENSRNOT00000084278	U6	ENSMUSG00000084453	Gm24596
ENSRNOG00000057651	ENSRNOT00000084905	LOC689600	ENSMUSG00000056815	Gm6812
ENSRNOG00000057651	ENSRNOT00000084905	LOC689600	ENSMUSG00000059690	1700020N15Rik
ENSRNOG00000059591	ENSRNOT00000079668	U6	ENSMUSG00000095740	Gm22474
ENSRNOG00000007253	ENSRNOT00000009566	Cbll1	ENSMUSG00000020659	Cbll1
ENSRNOG00000031312	ENSRNOT00000048529	Tnfrsf1a	ENSMUSG00000030341	Tnfrsf1a
ENSRNOG00000009398	ENSRNOT00000048784	Tceanc2	ENSMUSG00000028619	Tceanc2
ENSRNOG00000060989	ENSRNOT00000078706	SNORA52	ENSMUSG00000064666	Snora52
ENSRNOG00000015529	ENSRNOT00000020803	Cdca3	ENSMUSG00000023505	Cdca3
ENSRNOG00000001198	ENSRNOT00000001588	Fam222a	ENSMUSG00000041930	Fam222a
ENSRNOG00000051839	ENSRNOT00000078839	AABR07040918.2	ENSMUSG00000106151	Gm44351
ENSRNOG00000009427	ENSRNOT00000012538	Tbx21	ENSMUSG00000001444	Tbx21
ENSRNOG00000028712	ENSRNOT00000033631	Dynap	ENSMUSG00000024512	Dynap
ENSRNOG00000061062	ENSRNOT00000081714	SNORA44	ENSMUSG00000064595	Gm22300
ENSRNOG00000061062	ENSRNOT00000081714	SNORA44	ENSMUSG00000064722	Gm25857
