Cell type	Notes	STAR mapped file	read counts	Bulk_Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189169Aligned.out.bam	GSM2189169Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189170Aligned.out.bam	GSM2189170Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189171Aligned.out.bam	GSM2189171Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189172Aligned.out.bam	GSM2189172Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189173Aligned.out.bam	GSM2189173Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189174Aligned.out.bam	GSM2189174Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189175Aligned.out.bam	GSM2189175Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189176Aligned.out.bam	GSM2189176Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189177Aligned.out.bam	GSM2189177Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189178Aligned.out.bam	GSM2189178Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189179Aligned.out.bam	GSM2189179Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189180Aligned.out.bam	GSM2189180Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189181Aligned.out.bam	GSM2189181Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189182Aligned.out.bam	GSM2189182Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189183Aligned.out.bam	GSM2189183Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189184Aligned.out.bam	GSM2189184Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189185Aligned.out.bam	GSM2189185Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189186Aligned.out.bam	GSM2189186Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189187Aligned.out.bam	GSM2189187Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189188Aligned.out.bam	GSM2189188Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189189Aligned.out.bam	GSM2189189Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189190Aligned.out.bam	GSM2189190Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189191Aligned.out.bam	GSM2189191Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189192Aligned.out.bam	GSM2189192Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189193Aligned.out.bam	GSM2189193Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189194Aligned.out.bam	GSM2189194Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189195Aligned.out.bam	GSM2189195Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189196Aligned.out.bam	GSM2189196Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189197Aligned.out.bam	GSM2189197Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189198Aligned.out.bam	GSM2189198Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189199Aligned.out.bam	GSM2189199Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189200Aligned.out.bam	GSM2189200Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189201Aligned.out.bam	GSM2189201Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189202Aligned.out.bam	GSM2189202Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189203Aligned.out.bam	GSM2189203Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189204Aligned.out.bam	GSM2189204Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189205Aligned.out.bam	GSM2189205Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189206Aligned.out.bam	GSM2189206Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189207Aligned.out.bam	GSM2189207Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189208Aligned.out.bam	GSM2189208Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189209Aligned.out.bam	GSM2189209Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189210Aligned.out.bam	GSM2189210Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189211Aligned.out.bam	GSM2189211Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189212Aligned.out.bam	GSM2189212Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189213Aligned.out.bam	GSM2189213Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189214Aligned.out.bam	GSM2189214Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189215Aligned.out.bam	GSM2189215Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189216Aligned.out.bam	GSM2189216Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189217Aligned.out.bam	GSM2189217Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189218Aligned.out.bam	GSM2189218Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189219Aligned.out.bam	GSM2189219Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189220Aligned.out.bam	GSM2189220Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189221Aligned.out.bam	GSM2189221Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189222Aligned.out.bam	GSM2189222Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189223Aligned.out.bam	GSM2189223Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189224Aligned.out.bam	GSM2189224Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189225Aligned.out.bam	GSM2189225Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189226Aligned.out.bam	GSM2189226Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189227Aligned.out.bam	GSM2189227Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189228Aligned.out.bam	GSM2189228Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189229Aligned.out.bam	GSM2189229Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189230Aligned.out.bam	GSM2189230Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189231Aligned.out.bam	GSM2189231Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189235Aligned.out.bam	GSM2189235Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189236Aligned.out.bam	GSM2189236Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189237Aligned.out.bam	GSM2189237Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189238Aligned.out.bam	GSM2189238Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189239Aligned.out.bam	GSM2189239Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189240Aligned.out.bam	GSM2189240Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189241Aligned.out.bam	GSM2189241Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189242Aligned.out.bam	GSM2189242Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189243Aligned.out.bam	GSM2189243Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189244Aligned.out.bam	GSM2189244Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189245Aligned.out.bam	GSM2189245Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189246Aligned.out.bam	GSM2189246Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189247Aligned.out.bam	GSM2189247Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189248Aligned.out.bam	GSM2189248Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189249Aligned.out.bam	GSM2189249Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189250Aligned.out.bam	GSM2189250Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189251Aligned.out.bam	GSM2189251Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189252Aligned.out.bam	GSM2189252Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189253Aligned.out.bam	GSM2189253Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189254Aligned.out.bam	GSM2189254Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189255Aligned.out.bam	GSM2189255Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189256Aligned.out.bam	GSM2189256Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189257Aligned.out.bam	GSM2189257Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189258Aligned.out.bam	GSM2189258Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189259Aligned.out.bam	GSM2189259Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189260Aligned.out.bam	GSM2189260Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189261Aligned.out.bam	GSM2189261Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189262Aligned.out.bam	GSM2189262Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189263Aligned.out.bam	GSM2189263Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189264Aligned.out.bam	GSM2189264Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189265Aligned.out.bam	GSM2189265Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189266Aligned.out.bam	GSM2189266Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189267Aligned.out.bam	GSM2189267Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189268Aligned.out.bam	GSM2189268Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189269Aligned.out.bam	GSM2189269Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189270Aligned.out.bam	GSM2189270Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189271Aligned.out.bam	GSM2189271Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189272Aligned.out.bam	GSM2189272Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189273Aligned.out.bam	GSM2189273Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189274Aligned.out.bam	GSM2189274Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189275Aligned.out.bam	GSM2189275Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189276Aligned.out.bam	GSM2189276Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189277Aligned.out.bam	GSM2189277Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189278Aligned.out.bam	GSM2189278Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189279Aligned.out.bam	GSM2189279Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189280Aligned.out.bam	GSM2189280Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189281Aligned.out.bam	GSM2189281Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189282Aligned.out.bam	GSM2189282Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189283Aligned.out.bam	GSM2189283Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189284Aligned.out.bam	GSM2189284Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189285Aligned.out.bam	GSM2189285Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189286Aligned.out.bam	GSM2189286Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189287Aligned.out.bam	GSM2189287Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189288Aligned.out.bam	GSM2189288Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189289Aligned.out.bam	GSM2189289Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189290Aligned.out.bam	GSM2189290Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189291Aligned.out.bam	GSM2189291Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189292Aligned.out.bam	GSM2189292Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189293Aligned.out.bam	GSM2189293Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189294Aligned.out.bam	GSM2189294Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189295Aligned.out.bam	GSM2189295Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189296Aligned.out.bam	GSM2189296Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189297Aligned.out.bam	GSM2189297Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189298Aligned.out.bam	GSM2189298Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189299Aligned.out.bam	GSM2189299Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189300Aligned.out.bam	GSM2189300Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189301Aligned.out.bam	GSM2189301Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189302Aligned.out.bam	GSM2189302Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189303Aligned.out.bam	GSM2189303Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189304Aligned.out.bam	GSM2189304Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189305Aligned.out.bam	GSM2189305Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189306Aligned.out.bam	GSM2189306Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189307Aligned.out.bam	GSM2189307Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189308Aligned.out.bam	GSM2189308Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189309Aligned.out.bam	GSM2189309Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189348Aligned.out.bam	GSM2189348Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189477Aligned.out.bam	GSM2189477Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189485Aligned.out.bam	GSM2189485Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189491Aligned.out.bam	GSM2189491Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189563Aligned.out.bam	GSM2189563Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189564Aligned.out.bam	GSM2189564Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189565Aligned.out.bam	GSM2189565Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189566Aligned.out.bam	GSM2189566Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189606Aligned.out.bam	GSM2189606Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189607Aligned.out.bam	GSM2189607Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189608Aligned.out.bam	GSM2189608Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189609Aligned.out.bam	GSM2189609Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189610Aligned.out.bam	GSM2189610Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189611Aligned.out.bam	GSM2189611Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189612Aligned.out.bam	GSM2189612Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189613Aligned.out.bam	GSM2189613Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189614Aligned.out.bam	GSM2189614Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189615Aligned.out.bam	GSM2189615Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189616Aligned.out.bam	GSM2189616Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189617Aligned.out.bam	GSM2189617Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189618Aligned.out.bam	GSM2189618Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189619Aligned.out.bam	GSM2189619Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189620Aligned.out.bam	GSM2189620Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189621Aligned.out.bam	GSM2189621Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189622Aligned.out.bam	GSM2189622Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189623Aligned.out.bam	GSM2189623Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189624Aligned.out.bam	GSM2189624Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189625Aligned.out.bam	GSM2189625Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189626Aligned.out.bam	GSM2189626Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189627Aligned.out.bam	GSM2189627Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189628Aligned.out.bam	GSM2189628Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189629Aligned.out.bam	GSM2189629Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189630Aligned.out.bam	GSM2189630Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189631Aligned.out.bam	GSM2189631Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189632Aligned.out.bam	GSM2189632Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189633Aligned.out.bam	GSM2189633Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189634Aligned.out.bam	GSM2189634Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189635Aligned.out.bam	GSM2189635Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189642Aligned.out.bam	GSM2189642Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189645Aligned.out.bam	GSM2189645Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189667Aligned.out.bam	GSM2189667Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189668Aligned.out.bam	GSM2189668Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189669Aligned.out.bam	GSM2189669Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189670Aligned.out.bam	GSM2189670Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189671Aligned.out.bam	GSM2189671Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189672Aligned.out.bam	GSM2189672Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189673Aligned.out.bam	GSM2189673Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189674Aligned.out.bam	GSM2189674Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189675Aligned.out.bam	GSM2189675Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189676Aligned.out.bam	GSM2189676Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189677Aligned.out.bam	GSM2189677Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189678Aligned.out.bam	GSM2189678Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189679Aligned.out.bam	GSM2189679Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189680Aligned.out.bam	GSM2189680Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189681Aligned.out.bam	GSM2189681Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189682Aligned.out.bam	GSM2189682Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189683Aligned.out.bam	GSM2189683Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189684Aligned.out.bam	GSM2189684Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189685Aligned.out.bam	GSM2189685Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189686Aligned.out.bam	GSM2189686Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189687Aligned.out.bam	GSM2189687Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189688Aligned.out.bam	GSM2189688Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189689Aligned.out.bam	GSM2189689Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189690Aligned.out.bam	GSM2189690Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189691Aligned.out.bam	GSM2189691Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189692Aligned.out.bam	GSM2189692Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189693Aligned.out.bam	GSM2189693Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189694Aligned.out.bam	GSM2189694Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189695Aligned.out.bam	GSM2189695Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189696Aligned.out.bam	GSM2189696Aligned.out_counts_genes_mm9.txt	Single
